Транзакция	Продукт
1171028	Зубная паста
1171028	Карандаши
1171049	Зубная паста
1171049	Лекарство по рецепту
1171049	Набор ручек
1171205	Журнал
1171325	Журнал
1171325	Мыло
1171367	Журнал
1171370	Конфеты
1171370	Поздравительная открытка
1171550	Лекало
1171643	Зубная паста
1171643	Поздравительная открытка
1171646	Карандаши
1171646	Поздравительная открытка
1171739	Журнал
1171802	Журнал
1171802	Поздравительная открытка
1172042	Карандаши
1172231	Мыло
1172270	Карандаши
1172270	Оберточная бумага
1172270	Поздравительная открытка
1172426	Фломастеры
1172435	Лекарство по рецепту
1172435	Оберточная бумага
1172486	Зубная паста
1172486	Поздравительная открытка
1172504	Набор ручек
1172570	Конфеты
1172636	Зубная паста
1172651	Набор ручек
1172657	Конфеты
1172717	Карандаши
1172750	Карандаши
1172762	Журнал
1172762	Поздравительная открытка
1172792	Журнал
1172852	Фломастеры
1172894	Журнал
1172930	Журнал
1173029	Карта флеш-памяти
1173131	Парфюм
1173152	Зубная паста
1173197	Зубная паста
1173254	Журнал
1173254	Поздравительная открытка
1173311	Набор ручек
1173455	Журнал
1173584	Шампунь
1173608	Мыло
1173845	Набор ручек
1173872	Набор ручек
1173908	Журнал
1173938	Карта флеш-памяти
1173950	Зубная паста
1173950	Конфеты
1173974	Карандаши
1173974	Конфеты
1174025	Зубная паста
1174025	Конфеты
1174169	Набор ручек
1174196	Журнал
1174229	Мыло
1174283	Мыло
1174379	Поздравительная открытка
1174424	Журнал
1174424	Набор ручек
1174481	Журнал
1174481	Карандаши
1174481	Конфеты
1174493	Набор ручек
1174628	Карандаши
1174688	Журнал
1174766	Лекало
1174925	Поздравительная открытка
1174949	Карандаши
1175093	Оберточная бумага
1175192	Журнал
1175192	Мыло
1175222	Поздравительная открытка
1175267	Аналгетик
1175315	Парфюм
1175474	Мыло
1175474	Шампунь
1175504	Зубная щетка
1175525	Зубная паста
1175525	Поздравительная открытка
1175621	Журнал
1175621	Набор ручек
1175621	Парфюм
1175633	Журнал
1175633	Карандаши
1175633	Поздравительная открытка
1175642	Журнал
1175642	Зубная паста
1175642	Зубная щетка
1175642	Конфеты
1175642	Лекало
1175642	Поздравительная открытка
1175723	Парфюм
1175759	Конфеты
1175834	Набор ручек
1175981	Карандаши
1175981	Поздравительная открытка
1176269	Журнал
1176269	Карандаши
1176269	Конфеты
1176305	Журнал
1176311	Журнал
1176320	Журнал
1176320	Набор ручек
1176440	Журнал
1176446	Зубная щетка
1176446	Лекало
1176488	Лекало
1176506	Зубная паста
1176506	Поздравительная открытка
1176596	Парфюм
1176605	Карандаши
1176665	Карандаши
1176722	Зубная щетка
1176797	Зубная паста
1176797	Лекало
1176803	Лекало
1176857	Журнал
1176881	Зубная паста
1176881	Поздравительная открытка
1176905	Журнал
1176905	Поздравительная открытка
1176941	Журнал
1176962	Парфюм
1177004	Оберточная бумага
1177010	Журнал
1177022	Журнал
1177022	Зубная щетка
1177022	Парфюм
1177040	Поздравительная открытка
1177061	Набор ручек
1177331	Журнал
1177355	Журнал
1177442	Зубная паста
1177478	Набор ручек
1177520	Парфюм
1177538	Набор ручек
1177544	Зубная щетка
1177565	Конфеты
1177616	Парфюм
1177631	Набор ручек
1177643	Поздравительная открытка
1177691	Набор ручек
1177787	Набор ручек
1177814	Мыло
1177838	Журнал
1177838	Конфеты
1177862	Набор ручек
1177868	Журнал
1177868	Карта флеш-памяти
1177886	Дезодорант
1177886	Конфеты
1177886	Набор ручек
1177886	Поздравительная открытка
1177973	Парфюм
1178147	Аналгетик
1178180	Зубная щетка
1178180	Парфюм
1178225	Зубная паста
1178225	Карандаши
1178252	Зубная паста
1178252	Поздравительная открытка
1178270	Карандаши
1178279	Журнал
1178279	Зубная щетка
1178279	Шампунь
1178306	Зубная паста
1178306	Поздравительная открытка
1178339	Зубная паста
1178372	Поздравительная открытка
1178450	Аналгетик
1178471	Набор ручек
1178507	Поздравительная открытка
1178555	Конфеты
1178576	Шампунь
1178630	Шампунь
1178861	Карандаши
1178990	Зубная паста
1179050	Фломастеры
1179233	Зубная паста
1179239	Мыло
1179239	Набор ручек
1179317	Шампунь
1179332	Лекало
1179371	Зубная паста
1179557	Набор ручек
1179686	Зубная паста
1179686	Поздравительная открытка
1179728	Набор ручек
1179764	Зубная паста
1179764	Конфеты
1179764	Поздравительная открытка
1179887	Журнал
1179896	Оберточная бумага
1180013	Набор ручек
1180070	Карта флеш-памяти
1180145	Конфеты
1180247	Поздравительная открытка
1180283	Зубная паста
1180283	Карандаши
1180283	Конфеты
1180283	Поздравительная открытка
1180298	Лекало
1180475	Зубная щетка
1180475	Шампунь
1180502	Оберточная бумага
1180514	Поздравительная открытка
1180529	Набор ручек
1180556	Поздравительная открытка
1180571	Поздравительная открытка
1180625	Карандаши
1180784	Зубная паста
1180784	Оберточная бумага
1180943	Журнал
1180979	Журнал
1180979	Зубная паста
1180979	Карандаши
1180982	Зубная паста
1181099	Зубная паста
1181123	Зубная паста
1181177	Зубная щетка
